field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
126,4058801670,7/17/2014,445000,3,2.25,2100,8201,1,,2,3,8,1620,480.0,1967,0,98178,47.5091,-122.244,2660,8712,Tract 026001,3,3,5,11,3.666666670000000,11.478991600000000,66.100840340000000
127,8732020310,7/17/2014,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800.0,1978,,98023,47.3129,-122.39,2090,8400,Tract 030306,2,3,3,8,2.666666670000000,5.738411170000000,41.323453390000000
128,2331300505,6/13/2014,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600.0,1926,,98103,47.6763,-122.352,1700,4960,Tract 003500,1,3,1,5,1.666666670000000,2.345099980000000,15.724512470000000
129,7853210060,4/6/2015,430000,4,2.5,2070,4310,2,0,,3,7,2070,0.0,2004,0,98065,47.5319,-121.85,1970,3748,Tract 032602,1,1,1,3,1.000000000000000,1.680107530000000,21.804062130000000
130,3668000070,1/5/2015,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0.0,1986,0,98092,47.2761,-122.152,1420,7680,Tract 031202,1,3,2,6,2.000000000000000,1.301587300000000,26.936507940000000
131,9545240070,4/28/2015,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570.0,1986,0,98027,47.5343,-122.054,2060,9793,Tract 032103,2,4,2,8,2.666666670000000,5.696846390000000,23.784333670000000
132,1243100136,6/12/2014,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490.0,1989,0,98052,47.697,-122.072,2480,88500,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
133,8929000270,5/12/2014,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620.0,2014,0,98029,47.5517,-121.998,1690,1662,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
134,2767602356,1/26/2015,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0.0,2005,0,98107,47.6734,-122.38,1540,2285,Tract 003300,1,3,1,5,1.666666670000000,2.046658080000000,17.876055530000000
135,921049315,8/13/2014,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0.0,1956,,98003,47.3257,-122.296,1550,19265,Tract 030006,5,5,5,15,5.000000000000000,29.934290580000000,67.461669510000000
136,3655000070,8/5/2014,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010.0,1968,0,98003,47.3309,-122.299,1750,8140,Tract 030005,3,5,5,13,4.333333330000000,14.772727270000000,69.708806820000000
137,4027700812,5/29/2014,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250.0,1968,,98028,47.7689,-122.266,1550,10436,Tract 021600,2,2,2,6,2.000000000000000,7.952047950000000,26.393606390000000
138,3992700335,7/7/2014,382500,2,1,1190,4440,1,0,0,3,6,1190,0.0,1981,0,98125,47.7135,-122.287,1060,5715,Tract 000800,1,3,1,5,1.666666670000000,4.608830360000000,18.319132460000000
139,2767603505,5/7/2014,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0.0,2014,,98107,47.6722,-122.381,1350,1310,Tract 004700,1,4,1,6,2.000000000000000,3.248930510000000,22.014105680000000
140,4232901525,6/27/2014,665000,2,1,1110,3200,1,0,0,3,7,1110,0.0,1925,0,98119,47.6338,-122.358,1170,3600,Tract 006800,1,2,1,4,1.333333330000000,2.418379690000000,15.266021770000000
141,1777500060,7/8/2014,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270.0,1968,,98006,47.5707,-122.128,2820,9375,Tract 024902,2,1,4,7,2.333333330000000,6.356665840000000,47.538956220000000
142,1432900240,5/8/2015,205000,3,1,1610,8579,1,0,0,4,7,1010,600.0,1962,0,98058,47.4563,-122.171,1610,8579,Tract 025804,3,3,3,9,3.000000000000000,12.927232640000000,44.818081590000000
143,6140100875,4/15/2015,420000,3,1,1060,8097,1,0,0,4,7,940,120.0,1923,,98133,47.7144,-122.351,1560,7940,Tract 000402,1,4,1,6,2.000000000000000,3.056603770000000,21.867924530000000
144,6071600370,2/27/2015,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650.0,1961,0,98006,47.5495,-122.174,2230,8824,Tract 025001,2,2,2,6,2.000000000000000,6.835095970000000,35.546415980000000
145,1526069017,12/3/2014,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0.0,1994,0,98077,47.7421,-122.026,2840,87991,Tract 032311,1,2,1,4,1.333333330000000,2.503229970000000,18.104005170000000
146,809001525,6/25/2014,890000,4,1,2550,4000,2,0,0,3,8,2370,180.0,1905,0,98109,47.6354,-122.353,2200,4000,Tract 006800,1,2,1,4,1.333333330000000,2.418379690000000,15.266021770000000
147,3224079105,8/6/2014,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0.0,2007,0,98027,47.5262,-121.943,1940,193842,Tract 032102,1,3,1,5,1.666666670000000,2.390914520000000,6.196453480000000
148,8075400570,10/30/2014,258000,5,2,2260,12500,1,0,0,4,8,1130,1130.0,1960,0,98032,47.3887,-122.286,1360,18000,Tract 029102,3,4,4,11,3.666666670000000,9.821018820000000,52.524093620000000
149,1994200024,11/4/2014,511000,3,1,1430,3455,1,0,0,3,7,980,450.0,1947,0,98103,47.6873,-122.336,1450,4599,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
150,3362900810,8/20/2014,532170,3,2,1360,3090,2,0,0,3,8,1360,0.0,1990,0,98103,47.6838,-122.353,1500,3090,Tract 002800,1,2,1,4,1.333333330000000,1.833539350000000,14.915533580000000
151,1324300398,4/9/2015,560000,3,1,1110,5000,1.5,0,0,3,7,1110,0.0,1947,0,98107,47.655,-122.359,1420,5000,Tract 004800,1,2,1,4,1.333333330000000,1.129283490000000,16.277258570000000
152,537000445,3/31/2015,282950,3,1,1250,8200,1,,0,4,7,1250,0.0,1954,0,98003,47.3255,-122.304,1680,8633,Tract 030006,5,5,5,15,5.000000000000000,29.934290580000000,67.461669510000000
153,7855801670,4/1/2015,2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640.0,2006,0,98006,47.562,-122.162,3160,9750,Tract 024901,3,2,4,9,3.000000000000000,12.922895360000000,50.845790720000000
154,7920100045,5/16/2014,350000,1,1,700,5100,1,0,0,3,7,700,0.0,1942,0,98115,47.679,-122.3,1010,5100,Tract 003800,1,3,1,5,1.666666670000000,4.370060440000000,21.338912130000000
155,8960000030,7/28/2014,215000,3,1,1180,7669,1,0,0,4,7,1180,0.0,1967,0,98058,47.4479,-122.176,1190,7669,Tract 025803,3,4,5,12,4.000000000000000,14.346259800000000,62.428480610000000
156,6388930390,11/20/2014,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460.0,1996,0,98056,47.525,-122.172,2640,13675,Tract 025001,2,2,2,6,2.000000000000000,6.835095970000000,35.546415980000000
157,8731900200,8/7/2014,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020.0,1967,0,98023,47.3135,-122.369,1980,7875,Tract 030311,3,3,4,10,3.333333330000000,13.824636900000000,55.693024920000000
158,8029200135,11/13/2014,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0.0,1916,2013,98022,47.2086,-121.996,1160,7198,Tract 031400,2,5,2,9,3.000000000000000,8.931814430000000,24.748225190000000
159,1081200350,10/3/2014,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0.0,1968,0,98059,47.4715,-122.118,1730,11180,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
160,84000105,5/7/2014,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030.0,1962,0,98146,47.4877,-122.335,1010,11680,Tract 027500,4,5,4,13,4.333333330000000,16.626065770000000,48.822574100000000
161,3756500060,3/9/2015,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0.0,1962,0,98034,47.7171,-122.193,1200,9660,Tract 022005,2,4,2,8,2.666666670000000,6.973995270000000,33.077226160000000
162,7215720160,3/4/2015,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0.0,2000,0,98075,47.6012,-122.023,3400,12601,Tract 032214,2,1,3,6,2.000000000000000,4.910366330000000,46.188620420000000
163,3574800520,6/20/2014,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750.0,1979,0,98034,47.7319,-122.224,1710,8152,Tract 022201,1,3,1,5,1.666666670000000,4.491085530000000,22.342586320000000
164,2617300160,8/12/2014,420000,3,2,2020,38332,1,0,0,4,7,1010,1010.0,1975,0,98027,47.4582,-122.023,2110,36590,Tract 032002,1,3,1,5,1.666666670000000,0.302663440000000,11.470944310000000
165,2558660270,12/8/2014,370000,3,1.75,1580,7000,1,0,0,3,7,1180,400.0,1976,0,98034,47.7209,-122.168,1640,7500,Tract 021904,3,3,3,9,3.000000000000000,15.717448180000000,42.382773190000000
166,2009000370,2/19/2015,269950,2,1.75,1340,7250,1,0,0,5,5,700,640.0,1949,0,98198,47.408,-122.327,1830,9750,Tract 028901,3,4,2,9,3.000000000000000,10.389202760000000,31.763967360000000
167,1836980160,3/24/2015,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0.0,1999,0,98006,47.565,-122.125,2920,4500,Tract 024902,2,1,4,7,2.333333330000000,6.356665840000000,47.538956220000000
168,3261020370,6/5/2014,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070.0,1979,0,98034,47.7028,-122.231,2480,8750,Tract 022203,2,2,1,5,1.666666670000000,4.823342600000000,18.936085750000000
169,1755700060,6/11/2014,371500,3,2,1370,8336,1,,0,5,7,1370,0.0,1964,0,98133,47.7458,-122.331,1770,7288,Tract 021000,2,3,3,8,2.666666670000000,7.309140710000000,42.896268400000000
170,4330600435,3/16/2015,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0.0,1954,0,98166,47.4776,-122.337,1070,7920,Tract 027500,4,5,4,13,4.333333330000000,16.626065770000000,48.822574100000000
171,9542800700,1/2/2015,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490.0,1978,,98023,47.3026,-122.374,1930,7350,Tract 030311,3,3,4,10,3.333333330000000,13.824636900000000,55.693024920000000
172,1999700045,5/2/2014,313000,3,1.5,1340,7912,1.5,,0,3,7,1340,0.0,1955,0,98133,47.7658,-122.339,1480,7940,Tract 020300,3,4,3,10,3.333333330000000,12.866242040000000,43.354564760000000
173,1762600070,1/16/2015,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310.0,1984,0,98033,47.6477,-122.182,3740,35230,Tract 022703,2,2,2,6,2.000000000000000,6.563545150000000,29.138795990000000
174,1687900520,9/29/2014,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0.0,1980,0,98006,47.5619,-122.125,2260,8335,Tract 024903,3,1,3,7,2.333333330000000,15.295270080000000,46.851385390000000
175,7234600798,2/10/2015,425000,3,2.5,1120,1100,2,0,0,3,8,820,300.0,2008,0,98122,47.6106,-122.31,1590,1795,Tract 007900,1,4,2,7,2.333333330000000,4.448651210000000,26.991639060000000
176,3881900445,7/9/2014,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650.0,1986,0,98144,47.5868,-122.308,1280,2150,Tract 009400,4,4,5,13,4.333333330000000,20.787681370000000,71.024578030000000
177,2254502445,5/30/2014,385000,3,1,1220,4800,1,0,0,3,6,1220,0.0,1901,,98122,47.6101,-122.307,1200,4800,Tract 008700,2,4,3,9,3.000000000000000,8.990903320000000,46.477681400000000
178,5437810320,11/17/2014,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630.0,1975,0,98022,47.1976,-121.999,1950,8941,Tract 031302,1,5,1,7,2.333333330000000,0.662083020000000,12.324929970000000
179,9158100075,1/7/2015,330000,2,1,1350,8220,1,,0,3,7,1060,290.0,1949,0,98177,47.7224,-122.358,1540,8280,Tract 000402,1,4,1,6,2.000000000000000,3.056603770000000,21.867924530000000
180,3830630310,7/25/2014,260000,3,2.5,1670,5797,2,0,0,3,7,1670,0.0,1988,0,98030,47.3505,-122.179,1670,6183,Tract 029601,4,4,4,12,4.000000000000000,18.108186290000000,57.434191500000000
181,8123100045,4/14/2015,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700.0,1925,0,98126,47.5384,-122.376,1410,5375,Tract 011500,2,3,1,6,2.000000000000000,5.858403080000000,22.641936210000000
182,3127200041,6/13/2014,589000,4,3,2440,9600,2,,0,5,7,2440,0.0,1961,,98034,47.7044,-122.2,2290,9600,Tract 022006,3,3,2,8,2.666666670000000,13.365973070000000,29.204406360000000
183,6661200320,7/23/2014,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0.0,1996,0,98038,47.3848,-122.039,1050,3417,Tract 032010,1,2,1,4,1.333333330000000,0.619621340000000,16.385542170000000
184,11510310,9/5/2014,835000,4,2.75,3130,13412,2,0,0,3,9,2140,990.0,1993,0,98052,47.6993,-122.102,2260,9984,Tract 032323,1,2,2,5,1.666666670000000,3.596386570000000,33.356059310000000
185,825059270,11/21/2014,1100000,5,3,4090,12850,1,0,2,4,10,2090,2000.0,1986,0,98033,47.6627,-122.188,2540,10270,Tract 022702,1,2,1,4,1.333333330000000,2.552371780000000,19.022393450000000
186,8731951370,4/15/2015,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390.0,1969,0,98023,47.3099,-122.379,2190,8910,Tract 030306,2,3,3,8,2.666666670000000,5.738411170000000,41.323453390000000
187,1954440060,5/5/2014,560000,3,2.5,1900,8744,2,0,0,3,8,1900,0.0,1987,,98074,47.62,-122.043,2030,8744,Tract 032317,2,1,1,4,1.333333330000000,6.263081630000000,18.885847690000000
188,2264500350,4/18/2015,615000,4,1,1330,2400,1.5,,0,4,6,1330,0.0,1901,,98103,47.65,-122.34,1330,4400,Tract 005400,1,3,1,5,1.666666670000000,0.809431640000000,21.062818930000000
189,1115810060,12/5/2014,585188,3,2.25,2230,10026,1,0,0,3,8,1430,800.0,1975,0,98052,47.6647,-122.153,2230,9340,Tract 022606,4,2,3,9,3.000000000000000,16.539890320000000,36.423138160000000
190,9477200200,8/18/2014,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430.0,1977,,98034,47.726,-122.191,1540,8400,Tract 022003,2,3,2,7,2.333333330000000,5.940799010000000,34.713309870000000
191,1432600560,11/5/2014,166950,3,1,1190,8820,1,0,0,3,6,1190,0.0,1959,0,98058,47.4616,-122.184,1230,7980,Tract 025804,3,3,3,9,3.000000000000000,12.927232640000000,44.818081590000000
192,2287000060,9/12/2014,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0.0,1959,0,98040,47.5505,-122.219,2680,10083,Tract 024601,1,1,1,3,1.000000000000000,2.457002460000000,22.113022110000000
193,3663500060,6/25/2014,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760.0,1962,0,98133,47.7606,-122.336,1900,7818,Tract 020600,3,3,2,8,2.666666670000000,11.947981580000000,35.085342730000000
194,3996900125,12/1/2014,230000,3,1,1060,10228,1,0,0,3,7,1060,0.0,1948,0,98155,47.7481,-122.3,1570,10228,Tract 021400,1,3,1,5,1.666666670000000,1.516683520000000,20.020222450000000
195,7796450200,5/15/2014,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0.0,2003,0,98023,47.2779,-122.347,2550,5001,Tract 030304,2,4,3,9,3.000000000000000,9.522502740000000,46.487376510000000
196,7549802535,11/11/2014,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840.0,1920,0,98108,47.5511,-122.312,1500,6480,Tract 010402,5,4,5,14,4.666666670000000,34.143377890000000,74.402592140000000
197,3278600320,7/23/2014,465000,3,2.5,2150,4084,2,,0,3,8,2150,0.0,2007,0,98126,47.5488,-122.372,1750,2385,Tract 010702,4,5,5,14,4.666666670000000,17.608695650000000,70.521739130000000
198,2824079053,1/13/2015,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0.0,1997,0,98024,47.5385,-121.911,2330,67268,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
199,1222069094,10/14/2014,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0.0,1969,0,98038,47.4058,-121.994,1560,50965,Tract 032003,1,3,1,5,1.666666670000000,0.853404130000000,9.084012900000000
200,3542300060,3/11/2015,210000,3,1,860,11725,1,,0,4,6,860,0.0,1943,0,98056,47.5093,-122.184,1300,9514,Tract 025200,3,3,3,9,3.000000000000000,13.588728460000000,46.751280860000000
201,2222059065,11/12/2014,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0.0,1994,0,98042,47.3777,-122.165,2030,10450,Tract 031703,3,3,2,8,2.666666670000000,10.494605580000000,34.384195040000000
202,7551300060,7/16/2014,470000,3,1,1010,5000,1,0,0,3,7,1010,0.0,1952,0,98107,47.675,-122.394,1680,5000,Tract 003200,1,4,1,6,2.000000000000000,1.317027280000000,17.368297270000000
203,100600550,8/4/2014,226500,3,1.5,1300,7370,1,0,0,4,7,900,400.0,1976,0,98023,47.3025,-122.37,1430,7500,Tract 030311,3,3,4,10,3.333333330000000,13.824636900000000,55.693024920000000
204,3211100860,3/3/2015,274250,3,1,910,8450,1,0,0,4,6,910,0.0,1962,0,98059,47.4787,-122.158,1400,8040,Tract 025602,3,3,3,9,3.000000000000000,12.774256460000000,41.979522180000000
205,3456000310,8/4/2014,840000,4,1.75,2480,11010,1,0,,4,9,1630,850.0,1966,,98040,47.5378,-122.219,2770,10744,Tract 024602,1,1,1,3,1.000000000000000,2.630879620000000,22.508636730000000
206,9526600140,9/19/2014,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0.0,2010,0,98052,47.7073,-122.114,2750,4587,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
207,7465900060,2/5/2015,425000,3,1,1010,5864,1,0,0,3,7,1010,0.0,1915,,98116,47.5733,-122.381,1290,5000,Tract 009800,1,3,1,5,1.666666670000000,2.197652200000000,15.601965600000000
208,1222000055,11/23/2014,180250,2,0.75,900,9600,1,0,0,3,6,900,0.0,1941,0,98166,47.4604,-122.339,1250,14280,Tract 027900,2,4,3,9,3.000000000000000,8.100455500000000,43.210636460000000
209,6300000550,7/17/2014,464000,6,3,2300,3404,2,0,0,3,7,1600,700.0,1920,1994,98133,47.7067,-122.343,1560,1312,Tract 001300,3,4,3,10,3.333333330000000,13.070725160000000,44.337511190000000
210,2310030510,4/22/2015,320000,4,2.25,1550,7579,2,,0,3,8,1550,0.0,1993,0,98038,47.354,-122.047,1630,6397,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
211,1025049114,7/17/2014,625504,3,2.25,1270,1566,2,0,0,3,8,1060,210.0,2014,0,98105,47.6647,-122.284,1160,1327,Tract 004200,1,2,1,4,1.333333330000000,3.807046580000000,20.832348070000000
212,8677300550,5/15/2014,592500,4,2.5,2240,12032,1,0,0,3,9,2240,0.0,1983,0,98074,47.6143,-122.017,2520,12368,Tract 032214,2,1,3,6,2.000000000000000,4.910366330000000,46.188620420000000
213,4014400292,1/14/2015,465000,3,2.5,2714,17936,2,0,0,3,9,2714,0.0,2005,0,98001,47.3185,-122.275,2590,18386,Tract 029901,3,4,2,9,3.000000000000000,11.431670280000000,33.427331890000000
214,1102000196,5/27/2014,477000,4,2.75,1720,6270,2,0,0,3,8,1720,0.0,1978,0,98118,47.5458,-122.268,2130,8700,Tract 011102,4,4,4,12,4.000000000000000,19.553571430000000,57.790178570000000
215,257000138,1/15/2015,280000,2,1,850,16400,1,0,0,3,6,850,0.0,1923,0,98168,47.4889,-122.299,1100,14459,Tract 027100,3,5,4,12,4.000000000000000,12.180974480000000,52.378190260000000
216,46100204,2/21/2015,1510000,5,3,3300,33474,1,,3,3,9,1870,1430.0,1957,1991,98040,47.5673,-122.21,3836,20953,Tract 024500,1,1,2,4,1.333333330000000,4.194528880000000,28.409321180000000
217,1909600046,7/3/2014,445838,3,2.5,2250,5692,2,0,0,3,8,2250,?,2000,0,98146,47.5133,-122.379,1320,5390,Tract 012000,1,3,1,5,1.666666670000000,1.051175660000000,22.351313970000000
218,1250202145,8/28/2014,1070000,2,2.25,3900,14864,1,0,3,3,8,1950,1950.0,1947,0,98144,47.5884,-122.291,2580,5184,Tract 009500,3,3,3,9,3.000000000000000,9.691563350000000,36.468097970000000
219,7611200125,10/23/2014,467000,2,1.5,1320,10800,1,0,0,4,8,1320,0.0,1947,0,98177,47.7145,-122.367,2120,12040,Tract 000500,1,2,1,4,1.333333330000000,4.161205770000000,19.823066840000000
220,5611500140,8/22/2014,686000,4,2.5,2760,6440,2,0,0,3,10,2760,0.0,1999,0,98075,47.5836,-122.026,3070,8127,Tract 032211,2,2,3,7,2.333333330000000,9.443002600000000,40.447195050000000
221,7138000260,6/5/2014,279950,3,2,1750,9750,1,0,0,3,7,1350,400.0,1961,0,98198,47.398,-122.299,1900,10125,Tract 028902,4,5,5,14,4.666666670000000,24.766159430000000,70.487226020000000
222,626059335,9/4/2014,527000,4,2.25,2330,19436,2,0,0,3,8,2330,0.0,1987,0,98011,47.7663,-122.215,1910,10055,Tract 021803,2,4,2,8,2.666666670000000,5.444535070000000,29.098694940000000
223,1922059282,9/18/2014,325000,3,2.25,2220,16020,1,0,0,4,8,1780,440.0,1966,0,98030,47.3758,-122.217,2080,9583,Tract 029700,4,5,3,12,4.000000000000000,18.680909200000000,37.846230280000000
224,705700390,9/3/2014,328000,3,2.25,2020,8379,2,0,0,3,7,2020,0.0,1994,0,98038,47.3828,-122.023,2020,8031,Tract 032010,1,2,1,4,1.333333330000000,0.619621340000000,16.385542170000000
225,7454001200,6/4/2014,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0.0,1942,,98146,47.5123,-122.373,1280,7392,Tract 012000,1,3,1,5,1.666666670000000,1.051175660000000,22.351313970000000
226,8682281200,3/9/2015,479950,2,2,1510,6516,1,,0,3,8,1510,0.0,2005,0,98053,47.7076,-122.013,1640,6009,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
227,7972000200,5/29/2014,264950,4,2.25,1720,9753,1,,0,4,7,1120,600.0,1978,0,98023,47.2922,-122.371,1510,9753,Tract 030312,3,5,3,11,3.666666670000000,10.722843450000000,46.565495210000000
228,722059070,1/15/2015,235000,3,1,1430,15246,1,0,0,4,7,980,450.0,1961,0,98031,47.4075,-122.214,1960,13068,Tract 029204,3,4,4,11,3.666666670000000,11.619864430000000,55.042191170000000
229,7202340400,3/3/2015,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0.0,2004,0,98053,47.6794,-122.034,2250,4729,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
230,8096000060,4/13/2015,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220.0,1915,1978,98166,47.4497,-122.375,2030,13193,Tract 027800,1,3,1,5,1.666666670000000,0.910693300000000,11.398354880000000
231,2424000060,6/16/2014,500000,4,2.75,2280,15347,1,0,0,5,7,2280,0.0,1960,0,98059,47.5218,-122.164,2280,15347,Tract 025001,2,2,2,6,2.000000000000000,6.835095970000000,35.546415980000000
232,9264902050,11/21/2014,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160.0,1978,0,98023,47.3103,-122.339,2120,8236,Tract 030309,3,4,4,11,3.666666670000000,10.702572070000000,53.357500430000000
233,943100260,11/20/2014,213000,2,1,1000,10200,1,0,0,3,6,1000,0.0,1961,0,98024,47.5687,-121.899,1150,13702,Tract 032601,1,3,1,5,1.666666670000000,0.967048710000000,10.888252150000000
234,3677400445,9/2/2014,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860.0,1947,,98108,47.5575,-122.303,2090,4800,Tract 010401,5,5,5,15,5.000000000000000,44.666511740000000,81.385080180000000
235,1762600320,6/10/2014,1030000,5,4,3760,28040,2,0,0,3,10,3760,0.0,1983,0,98033,47.6489,-122.183,3430,35096,Tract 022703,2,2,2,6,2.000000000000000,6.563545150000000,29.138795990000000
236,4058000060,4/9/2015,416000,3,2,2220,94300,1,0,0,5,7,1640,580.0,1976,0,98010,47.3459,-121.95,2070,80100,Tract 031603,1,3,1,5,1.666666670000000,2.553528950000000,21.379857260000000
237,7228500560,3/20/2015,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300.0,1904,2005,98122,47.6136,-122.303,1510,4740,Tract 007900,1,4,2,7,2.333333330000000,4.448651210000000,26.991639060000000
238,326069104,7/1/2014,800000,3,3.5,3830,221284,2,0,0,3,10,3530,300.0,1993,0,98077,47.7641,-122.023,2920,148539,Tract 032311,1,2,1,4,1.333333330000000,2.503229970000000,18.104005170000000
239,5152100060,5/29/2014,472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060.0,1965,0,98003,47.3376,-122.324,2600,13988,Tract 030100,2,3,2,7,2.333333330000000,7.474161840000000,30.577262410000000
240,3584000310,12/8/2014,225000,3,1.75,1430,8505,1,0,0,4,7,1430,0.0,1968,0,98003,47.3173,-122.319,1190,8640,Tract 030202,2,5,4,11,3.666666670000000,7.200000000000000,50.309433960000000
241,8150100045,10/1/2014,210000,2,1,830,6000,1,0,0,3,6,830,0.0,1940,0,98126,47.5308,-122.376,830,4960,Tract 011500,2,3,1,6,2.000000000000000,5.858403080000000,22.641936210000000
